No.,IUPAC_Name,SMILES,Td/K,doi
entry1001,(methyl(nitro)amino)methyl ((methyl(nitro)amino)methyl)carbamate,CN([N+]([O-])=O)CNC(NCN([N+]([O-])=O)C)=O,435.15,10.1002/ejic.201402441
entry1002,"(E,E)-1,1'-(1,2,4,5-tetrazine-3,6-diyl)bis(2'-nitroguanidine)",[O-][N+]1=C(C2=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C2)C(C3=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C3)=NO1,508.55,10.3969/j.issn.1006-2793.2011.05.018
entry1003,(E)-N'-nitrohydrazinecarboximidamide,NN(N=C1[N+]([O-])=O)C2=C1NN=C2[N+]([O-])=O,451.15,10.1039/c6ra19556c
entry1004,"(E)-N'-nitro-2-((E)-2,4,6-trinitrobenzylidene)hydrazine-1-carboximidamide",N/C(N/N=C/C1=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C1[N+]([O-])=O)=N\[N+]([O-])=O,455.95,10.1080/07370652.2014.956191
entry1005,"(E)-N-methyl-N-((5-(nitroimino)-4,5-dihydro-1H-tetrazol-1-yl)methyl)nitramide",CN([N+]([O-])=O)CN(N=NN/1)C1=N\[N+]([O-])=O,393, 10.1002/zaac.200900521
entry1006,"(E)-N-methyl-N-((5-(nitroimino)-4,5-dihydro-1H-tetrazol-1-yl)methyl)nitramide",NC1=NN=NN1CN(C)[N+]([O-])=O,457, 10.1002/zaac.200900521
entry1007,"(E)-N,N'-(diazene-1,2-diylbis(4H-1,2,4-triazole-4,3-diyl))bis(1H-tetrazol-1-amine)",O=[N+](C1=C(N=[N+]=[N-])N(CCN(N=NN/2)C2=N\[N+]([O-])=O)N=C1[N+]([O-])=O)[O-],404.15,10.1039/c7nj00327g
entry1008,"(E)-N,N'-(diazene-1,2-diylbis(1,2,5-oxadiazole-4,3-diyl))dinitramide",[O-]/[N+](C1=NON=C1N[N+]([O-])=O)=N\C2=NON=C2N[N+]([O-])=O,343.15,10.1002/chem.201400362
entry1009,"(E)-N,N'-(diazene-1,2-diylbis(1,2,4-oxadiazole-3,5-diyl))dinitramide",NC1=NN=C(C2=NN=C(N)N2N[N+]([O-])=O)N1N[N+]([O-])=O,532.15, 10.1002/asia.201500701
entry1010,"(E)-N-(7-oxo-2,4,6,7-tetrahydro-5H-[1,2,3]triazolo[4,5-d]pyrimidin-5-ylidene)nitramide",[N-]=[N+]=NC(N=N1)=NN2C1=NN=C2N[N+]([O-])=O,423.15,10.1039/c9ta01717h
entry1011,"(E)-N-(3-amino-1,2,4-oxadiazol-5(4H)-ylidene)nitramide",NC(NO/1)=NC1=N/[N+]([O-])=O,423.15,10.1016/j.cej.2021.130912
entry1012,"(E)-N-(3-amino-1,2,4-oxadiazol-5(2H)-ylidene)nitramide",NC1=NON=C1[N+]([O-])=O,416.15,10.3390/cryst5040418
entry1013,"(E)-N-(3-((5-amino-3,4-dinitro-1H-pyrazol-1-yl)methyl)-1,2,4-oxadiazol-5(4H)-ylidene)nitramide",NC1=[N+]([O-])N=NC2=C1NN=N2,467.15,10.1021/acsaem.9b01889
entry1014,"(E)-N-(3-((3,4,5-trinitro-1H-pyrazol-1-yl)methyl)-1,2,4-oxadiazol-5(4H)-ylidene)nitramide",O=[N+](NN1C(NN2N=NN=C2)=NN=C1)[O-],450.15,10.1016/j.cej.2020.124027
entry1015,"(E)-N-(2,7-dihydro-3H-[1,2,4]triazolo[4,3-b][1,2,4]triazol-3-ylidene)nitramide",[O-][N+]1=C2C3=[N+]([O-])ON=C3C(N=CN4[N+]([O-])=O)=C4C2=NO1,420.65,10.1039/c6dt02438f
entry1016,"(E)-N-(1-(nitroamino)-1,4-dihydro-5H-tetrazol-5-ylidene)nitramide",IC1=C(I)C(I)=NN1CN([N+]([O-])=O)CN([N+]([O-])=O)CN2C(I)=C(I)C(I)=N2,517.05, 10.1021/acs.inorgchem.7b02277
entry1017,"(E)-N-(1-(2-hydroxyethyl)-1,4-dihydro-5H-tetrazol-5-ylidene)nitramide",OCCN1N=NN/C1=N\[N+]([O-])=O,411.15,10.1002/ejic.201100535
entry1018,"(E)-N-(1-(2-hydroxyethyl)-1,4-dihydro-5H-tetrazol-5-ylidene)nitramide",O=C(C)C1=C(N=[N+]=[N-])C=CC=C1,355.31,10.1007/s10973-009-0572-8
entry1019,"(E)-N-(1-(2-azidoethyl)-1,4-dihydro-5H-tetrazol-5-ylidene)nitramide",NN(C)CCN=[N+]=[N-],426.05,10.1002/asia.202001084
entry1020,"(E)-N-(1-(2-(5-azido-3,4-dinitro-1H-pyrazol-1-yl)ethyl)-1,4-dihydro-5H-tetrazol-5-ylidene)nitramide",NC1=C([N+]([O-])=O)C([N+]([O-])=O)=NN1CCN(N=NN/2)C2=N\[N+]([O-])=O,425.15,10.1039/c7nj00327g
entry1021,"(E)-N-(1-(2-(5-amino-3,4-dinitro-1H-pyrazol-1-yl)ethyl)-1,4-dihydro-5H-tetrazol-5-ylidene)nitramide",[N-]=[N+]=NC1=C([N+]([O-])=O)N(CCN(N=NN/2)C2=N\[N+]([O-])=O)N=C1[N+]([O-])=O,410.15,10.1039/c7nj00327g
entry1022,"(E)-N-(1-(2-(4-nitro-1H-pyrazol-1-yl)ethyl)-1,4-dihydro-5H-tetrazol-5-ylidene)nitramide",IC1=C([N+]([O-])=O)C(I)=NN1CCN2/C(NN=N2)=N\[N+]([O-])=O,384.45,10.1002/chem.201704798
entry1023,"(E)-N-(1-(2-(4-azido-3,5-dinitro-1H-pyrazol-1-yl)ethyl)-1,4-dihydro-5H-tetrazol-5-ylidene)nitramide",O=[N+](/N=C1N(CCN2N=C([N+]([O-])=O)C([N+]([O-])=O)=C2N[N+]([O-])=O)N=NN/1)[O-],362.15,10.1039/c7nj00327g
entry1024,"(E)-N-(1-(2-(3,4-dinitro-5-(nitroamino)-1H-pyrazol-1-yl)ethyl)-1,4-dihydro-5H-tetrazol-5-ylidene)nitramide",IC(N=C1I)=C(I)N1CC2=NN=C(CN3C(I)=NC(I)=C3I)N2/N=N/N4C(CN5C(I)=C(N=C5I)I)=NN=C4CN6C(I)=NC(I)=C6I,463.15,10.1016/j.cej.2019.02.192
entry1025,"(E)-N-(1-(2-(3,4,5-trinitro-1H-pyrazol-1-yl)ethyl)-1,4-dihydro-5H-tetrazol-5-ylidene)nitramide",O=[N+](C1=NN(CC2=NN=NN2)C(N[N+]([O-])=O)=N1)[O-],422.15,10.1039/d0dt02223c
entry1026,"(E)-N-(1-((1H-tetrazol-5-yl)methyl)-1,4-dihydro-5H-tetrazol-5-ylidene)nitramide",O=[N+](C1=NOC(NC(N=N2)=NN3C2=NN=C3)=N1)[O-],499.35,10.1002/asia.201801145
entry1027,"(E)-5,5'-(triaz-1-ene-1,3-diyl)bis(2-vinyl-2H-tetrazole)",O=C(CN(N=N1)N=C1N/N=N/C2=NN(CC(OC)=O)N=N2)OC,442.15,10.1016/j.cclet.2017.04.006
entry1028,"(E)-5,5'-(triaz-1-ene-1,3-diyl)bis(2-methyl-2H-tetrazole)",CN1N=C(N=N1)/N=N/N(C)C2=NN(C)N=N2,468.15,10.1016/j.poly.2008.09.015
entry1029,"(E)-5,5'-(triaz-1-ene-1,3-diyl)bis(2-allyl-2H-tetrazole)",IC1=C(I)N=C(I)N1CN([N+]([O-])=O)CN2C(I)=C(I)N=C2I,472.55, 10.1021/acs.inorgchem.7b02277
entry1030,"(E)-5,5'-(triaz-1-ene-1,3-diyl)bis(2-(2-azidoethyl)-2H-tetrazole)",C=CCN(N=N1)N=C1N/N=N/C2=NN(CC=C)N=N2,480.15,10.1016/j.cclet.2017.04.006
entry1031,"(E)-5,5'-(triaz-1-ene-1,3-diyl)bis(1-methyl-1H-tetrazole)",CN1N=NN=C1N(C)/N=N/C2=NN=NN2C,473.15,10.1016/j.poly.2008.09.015
entry1032,"(E)-5,5'-(ethene-1,2-diyl)bis(4H-1,2,4-triazole-3,4-diamine)",C1(/NN=NN1C2=NNN=N2)=N/N3N=NN=C3NC4=NNN=N4,484.15, 10.1039/d0ta08153a
entry1033,"(E)-5,5'-(diazene-1,2-diylbis(1,2,5-oxadiazole-4,3-diyl))bis(1,2,4-oxadiazol-3-amine)",NC1=NOC(C2=[N+]([O-])ON=C2N)=N1,492.15, 10.1021/acs.orglett.8b03639
entry1034,"(E)-5,5'-(diazene-1,2-diyl)bis(1H-tetrazol-1-ol)",O=[N+](C1=CN(N=N1)/N=N/N2C=C([N+]([O-])=O)N=N2)[O-],433.15,10.1021/acs.orglett.0c03510
entry1035,"(E)-5,5'-(3-methyltriaz-1-ene-1,3-diyl)bis(2-methyl-2H-tetrazole)",IC1=C(I)N(CN2C(I)=NC(I)=C2I)C(I)=N1,537.15, 10.1021/acs.inorgchem.8b01600
entry1036,"(E)-5,5'-(3-methyltriaz-1-ene-1,3-diyl)bis(1-methyl-1H-tetrazole)",[O-][N+]1=C(C2=NOC=N2)C(C3=NOC=N3)=NO1,500.1,10.1002/cplu.201800563
entry1037,"(E)-5-(2-(2,4,6-trinitrobenzylidene)hydrazineyl)-1H-tetrazole",O=[N+](C1=C2C(N=NN2)=CC([N+]([O-])=O)=C1)[O-],564.15,10.1002/ejic.201501126
entry1038,"(E)-4,6-dinitro-N'-(2,4,6-trinitrobenzylidene)-1H-indazole-1-carbohydrazide",O=C(N/N=C/C1=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C1[N+]([O-])=O)N/N=C/C2=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C2[N+]([O-])=O,476.15,10.1039/d0nj03476b
entry1039,"(E)-4,6-dinitro-N'-((E)-2,4,6-trinitrobenzylidene)-1H-indazole-1-carbohydrazonamide",N/C(N)=C([N+]([O-])=O)\C1=NN=NN1,548.15,10.1021/jacs.0c01640
entry1040,"(E)-4,6-dinitro-1-(6-(2-(2,4,6-trinitrobenzylidene)hydrazineyl)-1,2,4,5-tetrazin-3-yl)-1H-indazole",O=[N+](C1=CC([N+]([O-])=O)=CC2=C1C=NN2/C(N/N=C/C3=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C3[N+]([O-])=O)=N\N=CC4=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C4[N+]([O-])=O)[O-],465.15,10.1039/d0nj03476b
entry1041,"(E)-4,4'-(diazene-1,2-diylbis(1,2,4-oxadiazole-5,3-diyl))bis(3-cyano-1,2,5-oxadiazole 2-oxide)",[O-][N+](ON=C1C2=C([N+]([O-])=O)C=C(C=C2)C3=NO[N+]([O-])=C3[N+]([O-])=O)=C1[N+]([O-])=O,472.15,10.3390/molecules25245836
entry1042,"(E)-4,4'-(diazene-1,2-diyl)bis(3-methyl-1,2,5-oxadiazole 2-oxide)",O=C(OC)N/N=C(N=[N+]=[N-])/C(N=[N+]=[N-])=N/NC(OC)=O,375.15,10.1039/c7dt00536a
entry1043,"(E)-4,4'-(diazene-1,2-diyl)bis(3-cyano-1,2,5-oxadiazole 2-oxide)",[O-][N+](ON=C1/N=N/C2=NO[N+]([O-])=C2C(N)=O)=C1C(N)=O,461.15,10.3390/molecules25245836
entry1044,"(E)-4,4'-(diazene-1,2-diyl)bis(3-carbamoyl-1,2,5-oxadiazole 2-oxide)",COC(N/N=C(N=[N+]=[N-])/C(N=[N+]=[N-])=N/NC(OC)=O)=O,423.15,10.1002/anie.201404790
entry1045,"(E)-4,4'-(diazene-1,2-diyl)bis(3-(5-oxo-4,5-dihydro-1,2,4-oxadiazol-3-yl)-1,2,5-oxadiazole 2-oxide)",[O-]/[N+](C1=NON=C1/N=N/C2=NON=C2/[N+]([O-])=N/N3N=C([N+]([O-])=O)N=C3)=N\N4N=C([N+]([O-])=O)N=C4,457.15, 10.1039/d1ra03919a
entry1046,"(E)-4,4'-(diazene-1,2-diyl)bis(3-(5-(nitroamino)-1,2,4-oxadiazol-3-yl)-1,2,5-oxadiazole 2-oxide)",O=C1NC(C2=[N+]([O-])ON=C2/N=N/C3=NO[N+]([O-])=C3C4=NOC(N4)=O)=NO1,462.15,10.1039/c9dt02684c
entry1047,"(E)-4,4'-(diazene-1,2-diyl)bis(2,4-dihydro-3H-1,2,4-triazol-3-one)",N#[N+]C1=C([N+]([O-])=O)C(C2=N[N-]C([N+]#N)=C2[N+]([O-])=O)=N[N-]1,423.15,10.1021/acs.orglett.9b02875
entry1048,"(E)-4,4'-(1-oxidodiazene-1,2-diyl)bis(3-methyl-1,2,5-oxadiazole 2-oxide)",[O-][N+](ON=C1/N=N/C2=NO[N+]([O-])=C2C)=C1C,418.15,10.3390/molecules25245836
entry1049,"(E)-4-((2-(4-amino-4H-1,2,4-triazol-3-yl)hydrazineylidene)methyl)-3-methyl-1,2,5-oxadiazole 2-oxide",O=[N+](C(C=C1[N+]([O-])=O)=NN1C2=NON=C2[N+]([O-])=O)[O-],498.15,.10.1021/acs.orglett.0c01960
entry1050,"(E)-4-((2-(1H-tetrazol-5-yl)hydrazineylidene)methyl)-3-methyl-1,2,5-oxadiazole 2-oxide",[O-][N+]1=C(C(N=[N+]=[N-])=NO1)C2=NO[N+]([O-])=C2[N+]([O-])=O,392.15,10.1021/acsaem.0c01162
entry1051,"(E)-3,3'-(diazene-1,2-diylbis(1H-1,2,4-triazole-5,3-diyl))bis(4-azido-1,2,5-oxadiazole 2-oxide)",[O-][N+]1=C(C2=NN=C(/N=N/C3=NN=C(O3)C4=[N+]([O-])ON=C4[N+]([O-])=O)O2)C([N+]([O-])=O)=NO1,467.15,10.1002/chem.202101987 
entry1052,"(E)-3,3'-(diazene-1,2-diylbis(1,3,4-oxadiazole-5,2-diyl))bis(4-nitro-1,2,5-oxadiazole 2-oxide)",[O-][N+]1=C(C2=NOC(/N=N/C3=NC(C4=[N+]([O-])ON=C4N=[N+]=[N-])=NO3)=N2)C(N=[N+]=[N-])=NO1,428.15,10.1002/chem.202101987 
entry1053,"(E)-3,3'-(diazene-1,2-diylbis(1,2,4-oxadiazole-5,3-diyl))bis(4-nitro-1,2,5-oxadiazole 2-oxide)",[O-]C1=C(C([N+]([O-])=O)=NN1CCN(N=C2[N+]([O-])=O)C([O-])=C2[N+]#N)[N+]#N,505.45,10.1016/j.fpc.2021.03.002
entry1054,"(E)-3,3'-(diazene-1,2-diylbis(1,2,4-oxadiazole-5,3-diyl))bis(4-azido-1,2,5-oxadiazole 2-oxide)",[O-][N+]1=C(C([N+]([O-])=O)=NO1)C2=CC=C([N+]([O-])=O)C(C3=[N+]([O-])ON=C3[N+]([O-])=O)=C2,446.15,10.3390/molecules25245836
entry1055,"(E)-3,3'-(diazene-1,2-diyl)bis(4-nitro-1,2,5-oxadiazole 2-oxide)",CC1=[N+]([O-])ON=C1/N=[N+](C2=NO[N+]([O-])=C2C)/[O-],445.15,10.3390/molecules25245836
entry1056,"(E)-3-(2-(2,4,6-trinitrobenzylidene)hydrazineyl)-4H-1,2,4-triazol-4-amine",NN1C=NN=C1N/N=C/C2=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C2[N+]([O-])=O,458.15,10.1039/c9ce00782b
entry1057,"(E)-3-(2-(2,4,6-trinitrobenzylidene)hydrazineyl)-4H-1,2,4-triazol-4-amine",NN1C(N2C(C=C([N+]([O-])=O)C=C3[N+]([O-])=O)=C3C=N2)=NN=C1,540.15,10.1039/d0nj03476b
entry1058,(E)-2-formyl-N'-nitrohydrazine-1-carboximidamide,N/C(NNC(C)=O)=N\[N+]([O-])=O,462.32, 10.1002/prep.202000338
entry1059,(E)-2-acetyl-N'-nitrohydrazine-1-carboximidamide,NC1=NN(C2=NN=C(NC3=NC(N)=NN3)N=N2)C(N)=N1,585.95,10.1039/c7dt00935f
entry1060,"(E)-2,2'-(triaz-1-ene-1,3-diylbis(2H-tetrazole-5,2-diyl))diacetonitrile",[N-]=[N+]=NCCN(N=N1)N=C1N/N=N/C2=NN(CCN=[N+]=[N-])N=N2,456.15,10.1016/j.cclet.2017.04.006
entry1061,"(E)-2,2'-(triaz-1-ene-1,3-diylbis(2H-tetrazole-5,2-diyl))bis(ethan-1-ol)",N#CCN(N=N1)N=C1N/N=N/C2=NN(CC#N)N=N2,412.15,10.1016/j.cclet.2017.04.006
entry1062,"(E)-2-(6-(3,5-dimethyl-1H-pyrazol-1-yl)-1,2,4,5-tetrazin-3-yl)-N'-nitrohydrazine-1-carboximidamide",NC1=NC(C2=[N+]([O-])ON=C2N=[N+]=[N-])=NN1,406.15,10.1002/chem.202101987 
entry1063,"(E)-2-(5-(nitroimino)-4,5-dihydro-1H-tetrazol-1-yl)ethyl nitrate",O=[N+](/N=C1NN=NN\1CCO[N+]([O-])=O)[O-],395.15,10.1016/j.poly.2011.05.042
entry1064,"(E)-2-(5-(nitroimino)-4,5-dihydro-1H-tetrazol-1-yl)ethyl nitrate",O=[N+](NC1=NN=NN1CCO[N+]([O-])=O)[O-],372.35, 10.1002/slct.201903408
entry1065,(E)-2-(2-(1H-tetrazol-5-yl)hydrazineylidene)-2-nitroacetamide,N=C(N/N=C/C1=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C1[N+]([O-])=O)N/N=C/C2=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C2[N+]([O-])=O,453.15,10.1039/d0nj03476b
entry1066,"(E)-1,2-di(4H-1,2,4-triazol-4-yl)diazene",O=[N+](N(CN([N+]([O-])=O)C1=NON=C1C(O)=O)C2=NON=C2C(O)=O)[O-],388.15, 10.1021/acs.cgd.7b01264
entry1067,"(E)-1,2-di(2'H-[1,5'-bitetrazol]-5-yl)diazene",CN(N)C1=NN=NN1CCN2N=NN=C2N(N)C,538.15,10.1002/ejic.201301283
entry1068,"(E)-1,2-di(1H-1,2,3-triazol-1-yl)diazene",CC1=NN=NN1/N=N/N2C(C)=NN=N2,385.65, 10.22211/cejem/70373
entry1069,"(E)-1,2-bis(5-nitro-2H-tetrazol-2-yl)diazene",O=[N+](/N=C1OC(C2=NN/C(O2)=N\[N+]([O-])=O)=NN/1)[O-],473.15, 10.1002/chem.201702191
entry1070,"(E)-1,2-bis(5-methyl-1H-tetrazol-1-yl)diazene",O=[N+](/N=C1N(OCON2N=NN/C2=N\[N+]([O-])=O)N=NN/1)[O-],430.15, 10.1002/ange.201003866
entry1071,"(E)-1,2-bis(5-(trinitromethyl)-1H-1,2,4-triazol-3-yl)diazene",C1(NNC2=NN=NN2)=NN=NN1,481.15,10.1021/cm703657k
entry1072,"(E)-1,2-bis(5-(dinitromethyl)-1H-1,2,4-triazol-3-yl)diazene",O=[N+](C1=NNN=C1C2=NC(N=NC3=NNC(C4=NNN=C4[N+]([O-])=O)=N3)=NN2)[O-],482.65,10.1039/c7ta08941d
entry1073,"(E)-1,2-bis(5-(dinitromethyl)-1,2,4-oxadiazol-3-yl)diazene",O=[N+](NC1=NC(/N=N/C2=NOC(N[N+]([O-])=O)=N2)=NO1)[O-],413.15,10.1002/anie.201600068
entry1074,"(E)-1,2-bis(4-nitro-2H-1,2,3-triazol-2-yl)diazene",N/C(NNC(CC(NN/C(N)=N/[N+]([O-])=O)=O)=O)=N\[N+]([O-])=O,453.48, 10.1002/prep.202000338
entry1075,"(E)-1,2-bis(4-nitro-1H-1,2,3-triazol-1-yl)diazene",O=[N+](C1=NN(/N=N/N2N=C([N+]([O-])=O)C=C2[N+]([O-])=O)C([N+]([O-])=O)=C1)[O-],476.05, 10.22211/cejem/70373
entry1076,"(E)-1,2-bis(4,6-diazido-1,3,5-triazin-2-yl)diazene",[N-]=[N+]=NC1=NC(NNC2=NC(N=[N+]=[N-])=NC(N=[N+]=[N-])=N2)=NC(N=[N+]=[N-])=N1,475.15,10.1080/07370650490893054
entry1077,"(E)-1,2-bis(4-(nitroamino)-1,2,5-oxadiazol-3-yl)diazene 1-oxide",O=[N+](NC1=NON=C1/N=N\C2=NON=C2N[N+]([O-])=O)[O-],373.15,10.1016/j.molstruc.2020.129536
entry1078,"(E)-1,2-bis(4-(nitroamino)-1,2,5-oxadiazol-3-yl)diazene 1-oxide",ON1N=C([N+]([O-])=O)N=C1C2=NC([N+]([O-])=O)=NN2O,464.15,10.1021/ja404164j
entry1079,"(E)-1,2-bis(4-(dinitromethyl)-1,2,5-oxadiazol-3-yl)diazene",[N-]=[N+]=NCC1=NON=C1/N=N\C2=NON=C2CN=[N+]=[N-],482.15,10.1016/j.dt.2021.08.008
entry1080,"(E)-1,2-bis(4-(3-(trinitromethyl)-1H-1,2,4-triazol-5-yl)-1,2,5-oxadiazol-3-yl)diazene",[O-][N+]1=C(C2=NON=C2NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)C(C3=NON=C3NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=NO1,440.45,10.1002/slct.201601656
entry1081,"(E)-1,2-bis(4-(3-(dinitromethyl)-1H-1,2,4-triazol-5-yl)-1,2,5-oxadiazol-3-yl)diazene",O=[N+](/C([N+]([O-])=O)=C1NCN(CN2CN/C(NC2)=C([N+]([O-])=O)/[N+]([O-])=O)CN\1)[O-],461.15,10.1039/c9nj01932d
entry1082,"(E)-1,2-bis(4-(1H-tetrazol-5-yl)-1,2,5-oxadiazol-3-yl)diazene",[H]N1N=N[N]2=C1C3=NON=C3/N=N/C4=NON=C4C5=NN=NN5[H]2,521.15,10.1039/c8ce01825a
entry1083,"(E)-1,2-bis(4-((1,2,4,5-tetrazin-3-yl)amino)-1,2,5-oxadiazol-3-yl)diazene 1-oxide",O=[N+](C1=NNC([N+]([O-])=O)=C1CCC2=C([N+]([O-])=O)NN=C2[N+]([O-])=O)[O-],624.15, 10.1021/acscentsci.9b01096
entry1084,"(E)-1,2-bis(3-nitro-1H-1,2,4-triazol-5-yl)diazene",O=[N+](C1=NNC(C2=CC([N+]([O-])=O)=NN2)=C1)[O-],649.15,10.1002/chem.201804418
entry1085,"(E)-1,2-bis(3,5-dinitro-1H-pyrazol-1-yl)diazene",O=[N+](C([N+]([O-])=O)([N+]([O-])=O)CNC1=NN=NN1CCCN2N=NN=C2NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)[O-],416.15,10.1002/chem.201300994
entry1086,"(E)-1,2-bis(3,5-bis(azidomethyl)-4H-1,2,4-triazol-4-yl)diazene",NC1=C([N+]([O-])=O)N(N=C1[N+]([O-])=O)CC2=NN=C(CN3N=C([N+]([O-])=O)C(N)=C3[N+]([O-])=O)N2/N=N/N4C(CN5N=C([N+]([O-])=O)C(N)=C5[N+]([O-])=O)=NN=C4CN6N=C([N+]([O-])=O)C(N)=C6[N+]([O-])=O,487.15,10.1002/chem.201501612
entry1087,"(E)-1,2-bis(3,5-bis((3,4-dinitro-1H-pyrazol-1-yl)methyl)-4H-1,2,4-triazol-4-yl)diazene",O=[N+](C(C([N+]([O-])=O)=C1[N+]([O-])=O)=NN1CC2=NN=C(CN3N=C([N+]([O-])=O)C([N+]([O-])=O)=C3[N+]([O-])=O)N2/N=N/N4C(CN5N=C([N+]([O-])=O)C([N+]([O-])=O)=C5[N+]([O-])=O)=NN=C4CN6N=C([N+]([O-])=O)C([N+]([O-])=O)=C6[N+]([O-])=O)[O-],424.15,10.1002/chem.201501612
entry1088,"(E)-1,2-bis(3,5-bis((3,4,5-trinitro-1H-pyrazol-1-yl)methyl)-4H-1,2,4-triazol-4-yl)diazene",[N-]=[N+]=NC1=NN=C(N=[N+]=[N-])N1N2C(N=[N+]=[N-])=NN=C2N=[N+]=[N-],398.54,10.1016/j.poly.2016.06.025
entry1089,"(E)-1,2-bis(3,5-bis((3,4,5-triiodo-1H-pyrazol-1-yl)methyl)-4H-1,2,4-triazol-4-yl)diazene",NC1=NN=C(/C=C/C2=NN=C(N)N2N)N1N,603.15,10.1039/c7dt01261f
entry1090,"(E)-1,2-bis(3,5-bis((2,4,5-triiodo-1H-imidazol-1-yl)methyl)-4H-1,2,4-triazol-4-yl)diazene",IC1=C(I)C(I)=NN1CC2=NN=C(CN3C(I)=C(I)C(I)=N3)N2/N=N/N4C(CN5C(I)=C(I)C(I)=N5)=NN=C4CN6C(I)=C(I)C(I)=N6,519.15,10.1016/j.cej.2019.02.192
entry1091,"(E)-1,2-bis(3-((3,4,5-trinitro-1H-pyrazol-1-yl)methyl)-1,2,4-oxadiazol-5-yl)diazene",C=CN1N=NC(CCC2=NN(C=C)N=N2)=N1,463.15, 10.1515/znb-2016-0146
entry1092,"(E)-1,2-bis(1-nitro-1H,2'H-[3,3'-bi(1,2,4-triazol)]-5'-yl)diazene",O=[N+](C1=NN(CC2=NN=NN2)C(/N=N/C3=NC([N+]([O-])=O)=NN3CC4=NN=NN4)=N1)[O-],444.15,10.1039/d0dt02223c
entry1093,"(E)-1,2-bis(1-methyl-5-(trinitromethyl)-1H-1,2,4-triazol-3-yl)diazene",O=C(NCNC(NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=O)NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,472.15, 10.1002/ejoc.201900415
entry1094,"(E)-1,2-bis(1-((1H-tetrazol-5-yl)methyl)-3-nitro-1H-1,2,4-triazol-5-yl)diazene",N12N=CN=NC1=NN=C2/N=N\C3=NN=C4N3N=CN=N4,578.15,10.1039/c9ta01717h
entry1095,"(E)-1,1',1'',1'''-((diazene-1,2-diylbis(4H-1,2,4-triazole-4,3,5-triyl))tetrakis(methylene))tetrakis(3,5-dinitro-1H-pyrazol-4-amine)",O=[N+](C(C([N+]([O-])=O)=C1)=NN1CC2=NN=C(CN3N=C([N+]([O-])=O)C([N+]([O-])=O)=C3)N2/N=N/N4C(CN5N=C([N+]([O-])=O)C([N+]([O-])=O)=C5)=NN=C4CN6N=C([N+]([O-])=O)C([N+]([O-])=O)=C6)[O-],435.15,10.1002/chem.201501612
entry1096,"(E)-1,1'-(diazene-1,2-diylbis(1,2,5-oxadiazole-4,3-diyl))diurea",NC(NC1=NON=C1C2=NON=C2NC(N)=O)=O,513.15, 10.1002/jhet.3109
entry1097,"(E)-1-(2'H-[1,5'-bitetrazol]-5(4H)-ylideneamino)-N-(2H-tetrazol-5-yl)-1H-tetrazol-5-amine",O/N=N/C1=NN=NN1CCN2N=CC=C2,393.15,10.1039/c6ta02387h
entry1098,"(E)-1-(2,4-dinitrophenyl)-2-(1-nitrocyclohexyl)diazene",NC1=C([N+]([O-])=O)C2=NN=NN2N=C1N=[N+]=[N-],436.15,10.1021/jacs.0c00161
entry1099,"(E)-1-(2,4,6-trinitrobenzylidene)-2-(2,4,6-trinitrophenyl)hydrazine",O=[N+](C1=C(/C=N/NC(N/N=C/C2=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C2[N+]([O-])=O)=N/N=C/C3=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C3[N+]([O-])=O)C([N+]([O-])=O)=CC([N+]([O-])=O)=C1)[O-],451.15,10.1039/d0nj03476b
entry1100,(E)-1-(2-(1H-pyrazol-1-yl)ethyl)-5-(hydroxydiazenyl)-1H-tetrazole,O=C1N(CO[N+]([O-])=O)C2=NC3=NON=C3N=C2N1CO[N+]([O-])=O,463.15,10.1039/c6ta02384c
entry1101,"(E)-(diazene-1,2-diylbis(5-amino-4H-1,2,4-triazole-1-ium-3,4-diyl))bis(nitroamide)",[O-][N+]1=C(N[N+]([O-])=O)C(C2=NO[N+]([O-])=C2N[N+]([O-])=O)=NO1,347.65,10.1039/c6ta03619h
entry1102,"(E)-(diazene-1,2-diylbis(4H-1,2,4-triazole-4,3,5-triyl))tetramethanol",[N-]=[N+]=NCC1=NN=C(CN=[N+]=[N-])N1/N=N/N2C(CN=[N+]=[N-])=NN=C2CN=[N+]=[N-],409.15,10.1002/chem.201500098
